alarm_id,alarm_cause,alarm_cause_value,alarm_description,sensor_node_id,time_stamp
fcd2352d-d661-4daa-a408-6c4ad634bfc7,pulse_rate,40.0,Pulse rate is too low,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:44:35.000+0000
bab152e4-1ce0-4d99-bb01-77836cfc5214,pulse_rate,59.0,Pulse rate is too low,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:17:35.000+0000
27f29007-5e8f-4c29-b624-4b8ba27fc9ad,room_humidity,77.4,Room humidity is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 19:58:33.000+0000
6a240f79-de54-4853-8814-1142ec9bb0a7,body_temperature,37.1,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 22:01:32.000+0000
598e8e27-3828-4bb3-871b-617b5de68969,pulse_rate,123.0,Pulse rate is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:41:33.000+0000
54794485-2ec8-4726-aaab-973fab5b4a75,body_temperature,42.4,Temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:24:33.000+0000
8e88e107-a73f-4466-8236-758b3f57855c,pulse_rate,112.0,Pulse rate is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:14:33.000+0000
e7be4b2f-810f-4e65-a0cb-a3fd166ffd4a,room_humidity,65.9,Room humidity is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:43:36.000+0000
81ad3b7d-a334-49f8-adc3-8028a50442e2,room_temperature,41.4,Room temperature is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 22:19:33.000+0000
674b2f75-c601-4d2e-a6b2-df5cc4ac60dd,room_temperature,34.9,Room temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:47:33.000+0000
03c006fd-4a93-4667-99b8-76106f049f43,pulse_rate,114.0,Pulse rate is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:58:33.000+0000
916cb5ce-e480-47fb-95fa-764dbd9bb68b,room_temperature,38.1,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:30:36.000+0000
5a33656a-ce55-4ae0-a734-726805ac93c8,pulse_rate,132.0,Pulse rate is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:15:35.000+0000
44d5ac26-8ea3-41eb-93c6-2b5c5d471c1d,room_humidity,22.8,Room humidity is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:48:35.000+0000
c126bd9c-5c1d-4d0b-a535-6051fc0aef3e,room_temperature,43.1,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:15:35.000+0000
1de5db1d-26fd-4bb5-92f7-78752354e088,room_temperature,15.4,Room temperature is too low,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:04:33.000+0000
2fe35ed0-eb50-4580-a9fe-145c301535c3,body_temperature,42.3,Temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 22:10:35.000+0000
380072ae-4926-4812-87d7-1a14b3268e8b,pulse_rate,137.0,Pulse rate is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:40:36.000+0000
5c1801b2-250f-4c0e-a326-6233fd702d5c,room_humidity,76.7,Room humidity is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:06:35.000+0000
2ef67753-f10d-4114-8867-2ae397e4d174,room_humidity,64.8,Room humidity is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:18:36.000+0000
3419ffcc-a0d1-4a7b-aff2-1b34b3f28b7d,room_temperature,19.7,Room temperature is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:47:33.000+0000
67ec7255-cd90-487c-8b90-504618b726bf,body_temperature,38.9,Temperature is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:51:35.000+0000
17b596db-bf56-4560-806a-4eab863057f7,pulse_rate,106.0,Pulse rate is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:37:35.000+0000
cc277a66-a159-4e52-8b52-d779b5139ee8,room_temperature,30.2,Room temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:44:33.000+0000
8139393b-5c94-4b57-99e7-dc654c91e4af,body_temperature,32.7,Temperature is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:17:35.000+0000
9f35c9d7-00d3-4285-b2ae-0b38df0ec402,room_humidity,66.1,Room humidity is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 19:54:35.000+0000
b04d69d8-a269-4d9f-ba87-b0a162ed2428,room_temperature,28.3,Room temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:28:35.000+0000
1214d73d-a860-4b86-9e13-4f4369290b7e,room_temperature,34.9,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:29:36.000+0000
0e30d887-6366-4b8e-a040-e698d424a9d8,room_temperature,29.7,Room temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:18:35.000+0000
ff6e4189-0368-40b8-a6ab-e286c7b1d649,room_humidity,63.5,Room humidity is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:16:35.000+0000
6d9e1f35-9ca9-443d-9771-8cd739fbba85,pulse_rate,126.0,Pulse rate is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:18:35.000+0000
74a370ba-e792-462a-af99-bfab478520ff,room_temperature,17.2,Room temperature is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 22:01:33.000+0000
07e465d2-14ae-451f-bd98-bd844f469353,room_humidity,63.4,Room humidity is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:55:33.000+0000
9423a60d-7740-4f9f-b0c7-57f1dbb8fd5d,body_temperature,41.5,Temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:11:35.000+0000
978d0bfe-09c2-46fa-8e1a-6bf29e445bf6,body_temperature,35.3,Temperature is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:41:33.000+0000
e2360474-e709-4d94-b859-70826d919848,room_temperature,33.9,Room temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:19:35.000+0000
c6b07423-df29-4ac8-91a2-24b70949420a,pulse_rate,138.0,Pulse rate is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:04:33.000+0000
20ffb20b-c019-4bc3-b3c0-62a03ac55aba,pulse_rate,50.0,Pulse rate is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:27:35.000+0000
d0f9b45f-b93f-4ee0-931f-5e0c055c3e4b,room_humidity,71.5,Room humidity is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:51:33.000+0000
817dbd79-a698-46b8-a7a2-63add39ebbe4,room_temperature,26.2,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 22:19:33.000+0000
86c2dba4-dc06-437e-bb98-8ebf863c1086,body_temperature,40.7,Temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:24:35.000+0000
ae071695-0f65-4d49-a7ca-5293e9e9864d,room_temperature,34.7,Room temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:04:33.000+0000
693337fb-db69-4637-9e8f-87cb14aacf9b,body_temperature,41.4,Temperature is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:14:35.000+0000
8001e851-baaa-4e0a-966f-49304407ee77,body_temperature,37.1,Temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:46:35.000+0000
126fa1fb-aa67-47ad-990e-8d26f3da4852,room_temperature,12.1,Room temperature is too low,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 22:15:33.000+0000
dbe70b92-561e-4a92-a98b-f7e27c264f29,room_humidity,70.3,Room humidity is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:05:33.000+0000
5cfecae9-3737-4998-961a-38a77843d942,room_temperature,14.6,Room temperature is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 22:23:33.000+0000
3690f707-1982-49b5-877e-c0f45047a9ee,room_humidity,77.5,Room humidity is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:02:33.000+0000
443e95af-08e1-4d07-9975-07e504a3739b,pulse_rate,107.0,Pulse rate is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 22:07:33.000+0000
8914b8d7-c9cc-4a9e-8f5b-0cd976282cab,room_humidity,62.8,Room humidity is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:36:36.000+0000
44ad69c6-15e1-445b-92ff-a4c723b63569,room_humidity,66.4,Room humidity is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:01:35.000+0000
2988ebbe-fed8-45be-9ad7-af34e6a53eff,room_temperature,15.9,Room temperature is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:09:35.000+0000
28e69134-6951-4b21-9c80-b4918cf0071b,pulse_rate,37.0,Pulse rate is too low,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 22:12:33.000+0000
7bfdf727-3d2d-42da-9371-fa8549f43351,body_temperature,41.8,Temperature is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:37:33.000+0000
2ddcfbd3-e339-4103-a622-71060e8f4647,room_humidity,78.3,Room humidity is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:45:33.000+0000
5e20f3a6-b9cf-4fb9-8d70-54b02f283fff,room_temperature,33.4,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:28:36.000+0000
5b608262-735f-4a8b-a8ad-7ea3546c32a1,room_temperature,32.0,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:45:33.000+0000
a9ea3890-fecf-4d5b-bd9b-0ac5a86ffd18,room_temperature,16.0,Room temperature is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 22:12:32.000+0000
0b73bf12-a72e-4b81-b7df-fd777c4971c1,room_humidity,79.2,Room humidity is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:57:33.000+0000
13ab27cc-22b0-4aaf-a43d-c62a7dfd6bcf,room_temperature,26.3,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:40:35.000+0000
07e5085d-3f61-43b7-8451-df4ad01904b3,room_temperature,42.3,Room temperature is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:24:33.000+0000
6e704e2a-84f7-4a93-8f18-c071581c9a0a,room_temperature,16.0,Room temperature is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:29:35.000+0000
8b66b0f9-8766-4879-96af-950611e62d69,room_temperature,30.0,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 22:04:35.000+0000
a452d63c-2a7c-4db7-a97d-2fbf199979c9,body_temperature,33.8,Temperature is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:08:33.000+0000
86061c02-f562-417f-9021-35279e86ae28,room_temperature,33.0,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:18:33.000+0000
c2ee6cad-1802-4324-bfcf-f878a41e8d3d,room_humidity,21.3,Room humidity is too low,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:05:35.000+0000
ffb445c8-49a7-408a-bb43-5fe2c20751e9,body_temperature,38.3,Temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:28:33.000+0000
dcd33094-df31-4988-98d7-43688a47558f,room_humidity,76.9,Room humidity is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:00:33.000+0000
35fafc90-b2f4-4727-becf-d6167821c9b0,room_temperature,37.7,Room temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:11:35.000+0000
09d45655-64da-432c-8454-e8583c4213d5,pulse_rate,140.0,Pulse rate is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:49:33.000+0000
04c07a7a-823d-4630-a9f7-96a418bfd1c3,room_temperature,33.0,Room temperature is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:33:33.000+0000
b13a8181-0482-44d5-8e93-d9b5e366948e,body_temperature,40.1,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:28:32.000+0000
4323431a-3d2e-4b5c-acb4-986d4026f304,pulse_rate,109.0,Pulse rate is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 22:06:35.000+0000
584e6e7d-0360-4547-adeb-78024abc8e0a,room_humidity,66.6,Room humidity is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:57:35.000+0000
bea8e419-872e-4060-bb82-afbb158e4bfc,room_temperature,35.4,Room temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 22:01:35.000+0000
248cd158-d5cd-4909-a44c-c919dd80be6b,room_temperature,25.9,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 22:01:33.000+0000
fdec88e3-34c1-432f-92e0-8a8d0ace1868,pulse_rate,39.0,Pulse rate is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:22:35.000+0000
655f6a7a-1868-4068-b54c-0aff83f41e45,room_temperature,13.6,Room temperature is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:57:33.000+0000
adfbfc89-14ef-4915-b2b3-b248ceb13c72,room_temperature,28.9,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 21:13:33.000+0000
78bac66e-647d-4722-a9f5-9fe659b2339c,room_temperature,34.6,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 21:20:35.000+0000
e404b183-3600-41c0-b719-33ebf2035931,room_temperature,15.6,Room temperature is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:12:33.000+0000
997e8021-af18-4ab2-af25-b930155a3172,room_temperature,14.2,Room temperature is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:43:33.000+0000
b5620291-c8e6-4277-8a18-29ef20998826,pulse_rate,123.0,Pulse rate is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:02:35.000+0000
979f1c2d-b8d2-49bf-98ef-5d889c49d883,pulse_rate,114.0,Pulse rate is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:50:33.000+0000
b89aeb2d-dd8f-43b4-bd28-44e95994af23,room_humidity,68.6,Room humidity is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:12:33.000+0000
e2f718fe-1031-421e-811d-4f467c216c33,room_humidity,75.4,Room humidity is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:16:35.000+0000
dff1a0ab-649f-4015-8f65-9b376afb527a,room_humidity,79.5,Room humidity is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:22:35.000+0000
e1c1b422-6068-403e-921f-cb2c99ff6222,body_temperature,42.3,Temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 19:57:35.000+0000
616691b0-b5ce-40d1-b8c9-94f4c8770888,room_temperature,42.4,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:30:33.000+0000
88e89245-3030-4ea6-b7b0-0b41649c20a5,room_temperature,15.9,Room temperature is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:41:35.000+0000
8d2ec6ab-1352-4959-ad21-ebb9b0cc12fe,body_temperature,38.7,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:24:35.000+0000
2c88f879-30bb-4175-a5b9-9fa70c12aa76,room_humidity,22.4,Room humidity is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:46:36.000+0000
99b2e53f-0950-4874-bb16-e06df3444d57,body_temperature,33.7,Temperature is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:39:35.000+0000
42710000-f5a2-48ed-b62e-c8c7c71de22b,room_humidity,27.8,Room humidity is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:13:35.000+0000
ab7474a1-75fb-4bf4-9f8a-e436d92c061d,body_temperature,38.5,Temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:06:35.000+0000
ce90fcc7-6cc6-4e9a-a4cb-1ea8e5435352,body_temperature,34.0,Temperature is too low,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 20:14:35.000+0000
1b07abc4-7987-4f59-892b-ef24838b1dcc,room_temperature,36.1,Room temperature is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:32:33.000+0000
59e7f44f-4e6e-451c-8451-97567abda012,room_temperature,40.3,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:48:35.000+0000
638808dd-b89e-458f-b07c-a06851d1540a,room_humidity,78.3,Room humidity is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:07:35.000+0000
b59dc7cb-8a7d-488c-a551-9d0a40987f20,pulse_rate,122.0,Pulse rate is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:24:35.000+0000
d8a70c44-d2bf-47d7-8d96-bf7f5e5602d7,room_temperature,34.4,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:29:35.000+0000
0d755a6f-ccda-4b50-868a-856bfcd66b9d,room_temperature,29.3,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:12:35.000+0000
e609101d-f93d-43e7-af05-09aebb84c7d5,body_temperature,38.7,Temperature is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:53:35.000+0000
184c8af5-f10e-4c7e-898f-b57565174e98,body_temperature,41.1,Temperature is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 22:15:33.000+0000
45ff49a8-f4b7-4013-b952-acafde02d853,body_temperature,43.6,Temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:49:35.000+0000
557d70b0-adfb-4723-99f9-553332089297,body_temperature,31.7,Temperature is too low,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:40:33.000+0000
827a9113-4541-4362-801f-04040c79ae68,body_temperature,43.2,Temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 20:10:33.000+0000
7f202bfb-d932-4a1c-829f-036bbca51253,room_temperature,14.3,Room temperature is too low,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 20:11:33.000+0000
93630f4c-ac76-4e50-8e09-42a304546aae,body_temperature,37.8,Temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 19:55:35.000+0000
cb736bbd-5404-4f7b-af77-ceaa1d4ee836,room_temperature,33.5,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:34:35.000+0000
a334c2b7-8ba3-40eb-ba59-a88d478dfa2d,room_humidity,75.4,Room humidity is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:15:35.000+0000
f0187f32-ec2c-4f9a-bd3d-4f08bd66f7cb,body_temperature,31.2,Temperature is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:15:33.000+0000
7746377e-42cf-4b1a-aa26-f1e73afbb718,pulse_rate,51.0,Pulse rate is too low,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:58:33.000+0000
b37f4c5a-70e5-4360-be91-a1bdce4114ac,pulse_rate,125.0,Pulse rate is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:14:35.000+0000
0b4b9001-29ef-460b-a7f1-189f523f41e4,body_temperature,38.0,Temperature is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 20:27:33.000+0000
10ac1fe8-b55d-47b5-bcab-884700a8f8ff,room_humidity,64.0,Room humidity is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:47:33.000+0000
ec1705c8-7436-405d-b00e-2eeee77730c3,body_temperature,33.6,Temperature is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:30:36.000+0000
74fc0b3c-e529-49d3-a55a-8432aeaaac6c,room_humidity,74.6,Room humidity is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:29:35.000+0000
0c56d03e-4174-4af6-84f8-8c54ba556126,room_temperature,40.0,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 20:14:35.000+0000
ce8297a2-6a53-4de7-8557-2915e03f53ad,body_temperature,37.1,Temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:01:35.000+0000
700cfb7d-b558-4522-bd29-103413257954,room_temperature,34.5,Room temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:28:33.000+0000
484943d5-c443-4e6e-ad44-064b373bf6d7,room_temperature,25.3,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 21:36:35.000+0000
34c53829-591f-4373-879c-0a7b920001cf,pulse_rate,114.0,Pulse rate is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:24:33.000+0000
2fe0e081-816b-4fe4-8ef8-f9f1d68e8c27,pulse_rate,122.0,Pulse rate is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:09:33.000+0000
1620f70f-b262-427c-bc22-85e633439cc9,body_temperature,32.3,Temperature is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 22:21:33.000+0000
b309a676-8688-46f6-9424-af05136ee318,room_temperature,43.9,Room temperature is too high,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 22:12:33.000+0000
2ad8962d-0a2b-4214-a4d2-cba30632f9f9,room_temperature,15.8,Room temperature is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:48:35.000+0000
f830ddaf-b0a8-447c-89fd-7c938b0875fe,pulse_rate,50.0,Pulse rate is too low,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 22:10:33.000+0000
a24b2d59-0e1f-46df-a47f-23f5519ae46d,body_temperature,37.5,Temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:57:35.000+0000
bfb65766-3148-4e24-a285-0064e0d4cef8,room_temperature,43.0,Room temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 19:56:36.000+0000
13df642f-2863-4a51-ba50-7f927ee2dc2f,pulse_rate,58.0,Pulse rate is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:15:36.000+0000
6b13b2a4-96e0-41c0-912d-83058258c2a3,room_humidity,67.0,Room humidity is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 20:37:35.000+0000
dc70c2d7-1055-4bf8-9177-04d70dfe5ea9,room_humidity,71.0,Room humidity is too high,c3d4e5f6-7890-1234-5678-90abcdef1234,2024-09-20 21:09:35.000+0000
2596db05-f11a-4c8f-a9e4-8871630d94c1,room_temperature,29.9,Room temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 21:57:35.000+0000
77ef099d-20f3-4d10-a7f6-8096889aebdf,body_temperature,33.2,Temperature is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:34:33.000+0000
59815c58-1937-483f-aac4-506123082425,room_humidity,70.4,Room humidity is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 20:41:35.000+0000
70db7db6-31a6-4ec3-aad1-115b685df17e,body_temperature,33.7,Temperature is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:41:35.000+0000
78a0a766-00d5-4762-b652-a97ad0f07d5b,body_temperature,35.1,Temperature is too low,e5f67890-1234-5678-90ab-cdef12345678,2024-09-20 21:07:35.000+0000
deb9cd1b-21c4-4da7-92f5-a08b4c243a5b,body_temperature,37.2,Temperature is too high,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 21:53:33.000+0000
71b717c8-47f4-44d2-8cfa-c46a9542d5bc,body_temperature,42.8,Temperature is too high,b2c3d4e5-f678-9012-3456-7890abcdef12,2024-09-20 21:29:33.000+0000
016c3d78-2eb2-4a86-a98d-b99a2c71b199,body_temperature,41.4,Temperature is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:40:35.000+0000
35011d25-8d21-4a34-b2d3-29208ae564e0,pulse_rate,103.0,Pulse rate is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:44:35.000+0000
af3d3148-4d63-4c67-a0e2-0e9bc16a14dd,body_temperature,44.3,Temperature is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 22:01:36.000+0000
b1ac885f-9006-4b42-b38f-e62e279d06a0,body_temperature,30.8,Temperature is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 20:04:35.000+0000
2d6d4d98-eb98-41e7-ae87-909c61e0057b,body_temperature,41.5,Temperature is too high,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:56:33.000+0000
f6de4326-8530-4a79-a682-f0b7129edede,room_temperature,40.2,Room temperature is too high,a1b2c3d4-e5f6-7890-1234-567890abcdef,2024-09-20 21:42:35.000+0000
7c72ced4-c6de-4d4d-8070-fc101ff5eee9,pulse_rate,136.0,Pulse rate is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:31:33.000+0000
2a89fbdb-93aa-41de-91cf-56d56ba825db,room_temperature,19.4,Room temperature is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:15:33.000+0000
c8ddb086-1b0b-4128-b559-356c7c38ba1f,pulse_rate,127.0,Pulse rate is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:22:33.000+0000
05665fec-2e92-40bb-8013-d174ce44a21c,body_temperature,41.2,Temperature is too high,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 20:03:33.000+0000
46acb880-a776-4ffd-a9dc-1fe582e696b3,room_temperature,17.2,Room temperature is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 21:02:36.000+0000
b09c9844-25e5-43a2-a06d-e20eefac7bbb,body_temperature,32.3,Temperature is too low,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 22:06:33.000+0000
7742eb84-28a1-4b0e-802b-60596f64a88e,pulse_rate,106.0,Pulse rate is too high,12345678-90ab-cdef-1234-567890abcdef,2024-09-20 21:57:33.000+0000
53d2ac7b-4423-4051-b31d-b0b46277d8a1,pulse_rate,33.0,Pulse rate is too low,34567890-1bcd-ef23-4567-890abcdef123,2024-09-20 20:57:33.000+0000
1cd1afa6-e1b3-4197-83cc-3ba6e196fccd,room_temperature,30.5,Room temperature is too high,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:26:35.000+0000
79910b31-7d1f-434a-905d-0e3eb39ab305,room_temperature,19.8,Room temperature is too low,23456789-0abc-def1-2345-67890abcdef1,2024-09-20 21:10:33.000+0000
46bd004e-5b21-42ce-b20d-3bb425c31e18,body_temperature,34.5,Temperature is too low,d4e5f678-9012-3456-7890-abcdef123456,2024-09-20 21:01:33.000+0000
4bee3649-4bac-47c2-ac26-4b0af72868f4,pulse_rate,44.0,Pulse rate is too low,f6789012-3456-7890-abcd-ef1234567890,2024-09-20 21:11:35.000+0000
28b9d2f9-1017-4e65-8688-8c321bc794f4,pulse_rate,138.0,Pulse rate is too high,01234567-89ab-cdef-1234-567890abcdef,2024-09-20 21:41:33.000+0000
